"driverId","driverExpYears","qualiResultPosition","meanPace","maxPace","grid_penalty","is_top_5"
846,0,8,86229.3333333333,86385,0,"FALSE"
847,0,19,87789,87789,0,"FALSE"
848,0,9,86410,86482,0,"FALSE"
1,12,1,72256,72852,0,"FALSE"
8,18,5,72707.6666666667,73066,0,"FALSE"
9,13,19,74839,74839,1,"FALSE"
20,12,20,0,0,0,"TRUE"
154,10,6,72922,73146,0,"FALSE"
807,9,9,73026,73186,0,"FALSE"
815,8,8,73011.6666666667,73194,0,"FALSE"
817,8,13,72965,73131,0,"FALSE"
822,6,3,72542.6666666667,73075,0,"FALSE"
825,5,12,72946,73103,0,"FALSE"
826,5,14,73206.5,73278,0,"TRUE"
830,4,2,72377.6666666667,72593,0,"TRUE"
832,4,7,72916.6666666667,73221,0,"TRUE"
840,2,15,73353,73450,0,"TRUE"
841,2,11,72978,73170,0,"FALSE"
842,2,4,72632.6666666667,72991,0,"FALSE"
844,1,10,72286.5,72344,0,"FALSE"
846,0,16,73333,73333,1,"FALSE"
847,0,18,74721,74721,1,"FALSE"
848,0,17,73461,73461,1,"FALSE"
1,12,3,75461.6666666667,76068,0,"TRUE"
8,18,10,76355,76518,0,"FALSE"
9,13,20,78324,78324,1,"FALSE"
20,12,5,75802.6666666667,76452,0,"TRUE"
154,10,9,76436.6666666667,76978,0,"FALSE"
807,9,11,76677.5,76790,0,"FALSE"
815,8,17,77109,77109,1,"FALSE"
817,8,18,77257,77257,1,"FALSE"
822,6,2,75445.6666666667,76078,0,"FALSE"
825,5,15,76601.5,77081,1,"FALSE"
826,5,13,76721,76750,0,"FALSE"
830,4,1,75320.6666666667,75817,0,"TRUE"
832,4,8,76217.6666666667,76493,0,"TRUE"
840,2,19,77542,77542,1,"FALSE"
841,2,14,76849,76894,1,"FALSE"
842,2,6,76186.3333333333,76716,0,"FALSE"
844,1,4,75724,76337,0,"TRUE"
846,0,7,76185.6666666667,76697,0,"FALSE"
847,0,16,77031,77031,1,"FALSE"
848,0,12,76799.5,76912,0,"FALSE"
1,12,3,104044.666666667,105260,0,"TRUE"
8,18,8,104846.333333333,105842,1,"FALSE"
20,12,2,103471,104109,0,"TRUE"
154,10,11,105245.5,105694,1,"FALSE"
807,9,7,104996.666666667,105899,1,"FALSE"
815,8,9,105048.333333333,105732,1,"FALSE"
817,8,6,104640,105560,1,"FALSE"
822,6,4,104178.666666667,105141,0,"TRUE"
825,5,10,105221,105839,1,"FALSE"
826,5,18,106518,106518,1,"FALSE"
830,4,5,104148,104622,0,"FALSE"
832,4,17,106507,106507,1,"FALSE"
840,2,13,105523.5,106000,1,"FALSE"
841,2,15,105637,105637,1,"FALSE"
842,2,16,106435,106435,1,"FALSE"
844,1,1,103014.666666667,103587,0,"TRUE"
846,0,12,105500.5,106154,1,"FALSE"
847,0,19,107548,107548,1,"FALSE"
848,0,14,105663.5,105799,1,"TRUE"
1,12,2,79694,80272,0,"TRUE"
9,13,19,82356,82356,1,"FALSE"
20,12,4,79850,80378,0,"FALSE"
154,10,16,80784,80784,1,"FALSE"
807,9,6,80159.6666666667,80275,0,"TRUE"
815,8,17,81291,81291,1,"FALSE"
817,8,5,80015.3333333333,80374,0,"TRUE"
822,6,3,79842.6666666667,80156,0,"TRUE"
825,5,12,80615.5,80616,1,"FALSE"
826,5,13,80676.5,80723,1,"FALSE"
832,4,7,80356.6666666667,80455,0,"FALSE"
840,2,9,80570.5,80643,0,"FALSE"
841,2,11,80587,80657,1,"FALSE"
842,2,15,80816.5,81125,1,"FALSE"
844,1,1,79662,80126,0,"TRUE"
846,0,14,80857,81068,1,"FALSE"
847,0,18,81800,81800,1,"FALSE"
848,0,8,80201.5,80382,0,"FALSE"
1,12,2,96968.6666666667,97565,0,"TRUE"
8,18,13,99156,99454,1,"FALSE"
9,13,19,101186,101186,0,"FALSE"
20,12,3,97177,98374,0,"TRUE"
154,10,17,100277,100277,0,"FALSE"
807,9,8,98615,99001,0,"FALSE"
815,8,10,99214.5,99909,1,"FALSE"
817,8,20,0,0,0,"FALSE"
822,6,5,97201.6666666667,97317,0,"TRUE"
825,5,14,99796,99942,1,"FALSE"
826,5,15,99957,99957,1,"FALSE"
830,4,4,97480.6666666667,98540,0,"TRUE"
832,4,7,98227.3333333333,98882,0,"FALSE"
840,2,16,99979,99979,0,"FALSE"
841,2,11,98984.5,99272,1,"FALSE"
842,2,12,98892,99085,1,"FALSE"
844,1,1,96960.3333333333,98014,0,"TRUE"
846,0,9,98169,98606,0,"FALSE"
847,0,18,100867,100867,0,"FALSE"
848,0,6,98127.3333333333,99106,0,"FALSE"
1,12,2,92798,93230,0,"TRUE"
8,18,16,94840,94840,1,"FALSE"
9,13,18,96474,96474,0,"FALSE"
20,12,3,92540.3333333333,93032,0,"FALSE"
154,10,9,93814.3333333333,94283,1,"FALSE"
807,9,7,93807.6666666667,94236,1,"FALSE"
815,8,12,94147,94336,1,"FALSE"
817,8,10,93887,94138,0,"FALSE"
822,6,5,93108.6666666667,93413,1,"TRUE"
825,5,14,93985.5,94082,1,"FALSE"
826,5,20,99544,99544,1,"FALSE"
830,4,4,92770.6666666667,93368,1,"TRUE"
832,4,6,93737.6666666667,94184,1,"FALSE"
840,2,15,94260,94287,1,"FALSE"
841,2,13,94396,94755,1,"FALSE"
842,2,11,94203,94456,1,"FALSE"
844,1,1,92558.3333333333,93613,0,"TRUE"
846,0,8,93742.3333333333,94201,1,"FALSE"
847,0,17,95356,95356,0,"FALSE"
1,12,4,87954.3333333333,88735,0,"TRUE"
8,18,13,89497,89636,0,"FALSE"
20,12,1,88075.3333333333,88988,0,"TRUE"
154,10,10,89352.3333333333,89572,0,"FALSE"
807,9,15,89865.5,90112,0,"FALSE"
815,8,17,90344,90344,0,"FALSE"
817,8,16,89822,89822,0,"FALSE"
822,6,3,87959,88896,0,"TRUE"
826,5,14,89643,89723,0,"FALSE"
830,4,5,88368,88754,0,"FALSE"
832,4,7,88633,89018,0,"TRUE"
840,2,12,89469.5,89594,0,"FALSE"
841,2,11,89429,89604,0,"FALSE"
842,2,9,89008.6666666667,89411,0,"FALSE"
844,1,2,87945.6666666667,88405,0,"FALSE"
846,0,8,88636,88873,0,"FALSE"
847,0,18,90364,90364,0,"FALSE"
848,0,6,88452.6666666667,89351,0,"TRUE"
1,12,4,75802.3333333333,76424,1,"TRUE"
8,18,14,77096,77225,0,"FALSE"
9,13,20,80179,80179,0,"FALSE"
20,12,3,75926.6666666667,76696,1,"TRUE"
154,10,18,78599,78599,0,"FALSE"
807,9,12,77246.5,77608,0,"FALSE"
815,8,11,77076,77465,0,"FALSE"
817,8,13,77101.5,77270,0,"FALSE"
822,6,6,76084,77062,0,"TRUE"
825,5,17,78436,78436,0,"FALSE"
826,5,9,76722.3333333333,77041,0,"FALSE"
830,4,1,75614.3333333333,76136,1,"FALSE"
832,4,7,76441.6666666667,77044,0,"FALSE"
840,2,16,78065,78065,0,"FALSE"
841,2,15,77531.5,77794,0,"FALSE"
842,2,10,76776.6666666667,77065,0,"FALSE"
844,1,2,75869,76364,1,"TRUE"
846,0,8,76620.3333333333,77092,0,"FALSE"
847,0,19,78823,78823,0,"FALSE"
848,0,5,76028.3333333333,76574,0,"TRUE"
1,12,5,92940,93454,0,"TRUE"
8,18,17,94369,94369,0,"FALSE"
9,13,20,95889,95889,1,"FALSE"
20,12,2,93196.3333333333,93782,0,"FALSE"
154,10,15,94159.5,94161,0,"FALSE"
807,9,11,93953.5,94092,0,"FALSE"
817,8,9,93643.6666666667,93835,0,"FALSE"
822,6,1,92979.6666666667,93750,0,"TRUE"
825,5,12,93895.5,93979,0,"FALSE"
826,5,13,94063.5,94138,0,"FALSE"
830,4,3,92921.6666666667,93549,0,"TRUE"
832,4,7,93395,93916,0,"FALSE"
840,2,14,94010.5,94100,0,"FALSE"
841,2,16,94226,94226,0,"FALSE"
842,2,10,93624,93715,0,"FALSE"
844,1,4,92961.6666666667,93988,0,"TRUE"
846,0,8,93281.3333333333,93353,0,"FALSE"
847,0,18,95372,95372,0,"FALSE"
848,0,6,93143.3333333333,93984,0,"TRUE"
1,12,3,68133.6666666667,68614,0,"FALSE"
8,18,9,69039.3333333333,69276,1,"TRUE"
9,13,19,70614,70614,0,"FALSE"
20,12,2,68079,68556,0,"FALSE"
154,10,8,68918.6666666667,69197,1,"FALSE"
807,9,14,68985.5,69050,1,"FALSE"
815,8,15,69161.5,69288,0,"FALSE"
817,8,12,68994.5,69086,1,"FALSE"
822,6,5,68217,68545,1,"FALSE"
825,5,10,68905,69037,1,"FALSE"
826,5,16,69320,69320,0,"FALSE"
830,4,1,67751,68242,0,"TRUE"
840,2,17,69536,69536,0,"FALSE"
841,2,13,69047,69175,1,"TRUE"
842,2,7,68838.6666666667,68909,1,"TRUE"
844,1,4,68037.3333333333,68496,1,"FALSE"
846,0,11,68879.5,68891,1,"FALSE"
847,0,18,70126,70126,0,"FALSE"
848,0,6,68185,68503,1,"FALSE"
1,12,1,95421.3333333333,95851,0,"TRUE"
8,18,18,98383,98383,1,"FALSE"
9,13,20,99236,99236,1,"FALSE"
20,12,5,96029.3333333333,96963,1,"TRUE"
154,10,16,98051,98051,1,"FALSE"
807,9,10,97025,97506,1,"FALSE"
815,8,11,97008,97055,1,"FALSE"
817,8,8,96782.3333333333,97106,1,"FALSE"
822,6,2,95615.6666666667,96200,1,"TRUE"
825,5,15,97482,97710,1,"FALSE"
826,5,14,97412,97683,1,"FALSE"
830,4,3,95934.6666666667,96390,1,"TRUE"
832,4,9,96708.3333333333,97358,1,"FALSE"
840,2,13,97315.5,97528,1,"FALSE"
841,2,17,98114,98114,1,"FALSE"
842,2,12,97143.5,97198,1,"FALSE"
844,1,4,95746.6666666667,96478,1,"TRUE"
846,0,7,96915,97545,1,"FALSE"
847,0,19,98717,98717,1,"FALSE"
848,0,6,96167.3333333333,96718,1,"FALSE"
1,13,2,63415,64198,1,"TRUE"
8,19,19,65224,65224,0,"FALSE"
20,13,11,64380,64554,0,"FALSE"
154,11,15,64892.5,65094,0,"FALSE"
815,9,6,64090.3333333333,64543,0,"FALSE"
817,9,10,64272.6666666667,64556,0,"FALSE"
822,7,1,63355,64111,0,"TRUE"
825,6,16,65164,65164,0,"FALSE"
826,6,13,64731,65031,0,"FALSE"
830,5,3,63833.6666666667,64024,1,"FALSE"
832,5,8,64159.6666666667,64537,0,"TRUE"
839,4,14,64788,64933,0,"FALSE"
840,3,9,64097.6666666667,64309,0,"FALSE"
841,3,18,65175,65175,0,"FALSE"
842,3,12,64454,64603,0,"FALSE"
844,2,7,64154.6666666667,64500,0,"TRUE"
846,1,4,64017,64606,1,"TRUE"
847,1,17,65167,65167,0,"FALSE"
848,1,5,64091.6666666667,64661,1,"FALSE"
849,0,20,65757,65757,0,"FALSE"
1,13,1,78428.6666666667,79273,0,"TRUE"
8,19,16,81140,81140,0,"FALSE"
20,13,10,80479.6666666667,81651,0,"FALSE"
815,9,17,81607,81607,0,"FALSE"
817,9,9,80027.6666666667,81192,1,"FALSE"
822,7,4,79383,80701,0,"TRUE"
825,6,15,80675.5,81140,0,"FALSE"
826,6,14,79770.5,79824,1,"FALSE"
830,5,2,78908,80489,0,"TRUE"
832,5,3,79365.6666666667,80671,0,"FALSE"
839,4,5,79791,80922,0,"FALSE"
840,3,13,79671,79697,1,"FALSE"
841,3,19,81831,81831,0,"FALSE"
842,3,8,79988,81028,1,"FALSE"
844,2,11,80249.5,80871,1,"FALSE"
846,1,6,79292.3333333333,80925,1,"TRUE"
847,1,12,80009,80382,1,"FALSE"
848,1,7,80302.3333333333,81011,1,"TRUE"
849,0,18,81759,81759,0,"FALSE"
1,13,1,74205,74907,0,"TRUE"
8,19,20,76614,76614,0,"FALSE"
20,13,5,75120,75455,0,"FALSE"
815,9,4,74873.3333333333,75394,0,"FALSE"
817,9,11,75754.5,75848,0,"FALSE"
822,7,2,74519.3333333333,75474,0,"TRUE"
826,6,17,76204,76204,0,"FALSE"
830,5,7,75106.6666666667,75495,0,"TRUE"
832,5,9,75191.6666666667,75281,0,"FALSE"
839,4,14,75730.5,75742,0,"FALSE"
840,3,3,74816,75176,0,"TRUE"
841,3,19,76506,76506,0,"FALSE"
842,3,10,75637.5,75767,0,"FALSE"
844,2,6,75205.3333333333,75793,0,"FALSE"
846,1,8,75165,75444,0,"FALSE"
847,1,12,75641.5,75698,0,"FALSE"
848,1,13,75718.5,75722,0,"TRUE"
849,0,15,76324.5,76544,0,"FALSE"
1,13,1,85183.3333333333,85900,0,"TRUE"
8,19,18,87366,87366,1,"FALSE"
20,13,10,86421,86469,0,"FALSE"
154,11,19,87643,87643,1,"FALSE"
807,10,13,86446.5,86566,0,"FALSE"
817,9,8,86341.6666666667,86677,0,"TRUE"
822,7,2,85144,85801,0,"FALSE"
825,6,16,87158,87158,1,"FALSE"
826,6,14,86759,86774,1,"FALSE"
830,5,3,85861.3333333333,86144,0,"TRUE"
832,5,7,86276.3333333333,86715,0,"FALSE"
839,4,9,86285.6666666667,86396,0,"FALSE"
840,3,6,86194.3333333333,86501,0,"FALSE"
841,3,17,87164,87164,1,"FALSE"
842,3,11,86422,86501,0,"FALSE"
844,2,4,86060,86550,0,"TRUE"
846,1,5,86352.3333333333,86855,0,"TRUE"
847,1,15,86912,87092,1,"FALSE"
848,1,12,86555,86565,0,"FALSE"
849,0,20,87705,87705,1,"FALSE"
1,13,2,86100.3333333333,86818,0,"TRUE"
8,19,20,88493,88493,0,"FALSE"
20,13,12,87345,87612,1,"FALSE"
154,11,14,87386.5,87519,1,"FALSE"
807,10,3,86540.6666666667,87279,0,"FALSE"
817,9,5,86791.6666666667,87442,0,"FALSE"
822,7,1,85892.3333333333,86738,0,"TRUE"
825,6,17,88236,88236,0,"FALSE"
826,6,16,87882,87882,0,"FALSE"
830,5,4,86703,87154,0,"TRUE"
832,5,13,87266.5,87450,1,"FALSE"
839,4,11,87144.5,87278,1,"FALSE"
840,3,6,86763,87187,0,"FALSE"
841,3,19,88433,88433,0,"FALSE"
842,3,7,86737,87154,0,"FALSE"
844,2,8,86916.6666666667,87427,0,"TRUE"
846,1,10,86960,87217,0,"FALSE"
847,1,15,87606,87757,0,"FALSE"
848,1,9,86821.3333333333,87153,0,"TRUE"
849,0,18,88430,88430,0,"FALSE"
1,13,1,76156.3333333333,76872,0,"TRUE"
8,19,14,77591.5,77797,0,"FALSE"
20,13,11,77370.5,77573,0,"FALSE"
154,11,17,78089,78089,0,"FALSE"
815,9,4,76845,77117,0,"TRUE"
817,9,13,77432.5,77667,0,"FALSE"
822,7,2,76346,77243,0,"TRUE"
825,6,16,77908,77908,0,"FALSE"
826,6,12,77434,77676,0,"FALSE"
830,5,3,76674.3333333333,77213,0,"TRUE"
832,5,7,77119.3333333333,77438,0,"FALSE"
839,4,15,77666,77765,0,"FALSE"
840,3,5,76857,77316,0,"TRUE"
841,3,20,78697,78697,0,"FALSE"
842,3,10,77097.3333333333,77356,0,"FALSE"
844,2,9,77098.6666666667,77256,0,"FALSE"
846,1,8,77275.6666666667,77577,0,"FALSE"
847,1,18,78099,78099,0,"FALSE"
848,1,6,77203.6666666667,77419,0,"FALSE"
849,0,19,78532,78532,0,"FALSE"
1,13,1,101863,102323,0,"TRUE"
8,19,16,103743,103743,0,"FALSE"
20,13,14,103414,103567,0,"FALSE"
154,11,17,103838,103838,0,"FALSE"
815,9,8,102850.333333333,103349,0,"FALSE"
817,9,4,102619,103309,0,"TRUE"
822,7,2,102141,102534,0,"TRUE"
825,6,20,104314,104314,0,"FALSE"
826,6,11,102998.5,103267,0,"FALSE"
830,5,3,102482.666666667,103197,0,"TRUE"
832,5,7,102746,103322,0,"FALSE"
839,4,6,102811.666666667,103505,0,"TRUE"
840,3,9,102786.333333333,103265,0,"FALSE"
841,3,18,103950,103950,0,"FALSE"
842,3,12,103003.5,103262,0,"FALSE"
844,2,13,103326,103656,0,"FALSE"
846,1,10,102964.333333333,103514,0,"FALSE"
847,1,15,103549,103630,0,"FALSE"
848,1,5,102625,103418,0,"FALSE"
849,0,19,104138,104138,0,"FALSE"
1,13,1,79164.3333333333,79514,0,"FALSE"
8,19,14,80968,81010,0,"FALSE"
20,13,17,81151,81151,0,"FALSE"
154,11,16,81139,81139,0,"FALSE"
815,9,4,79828.6666666667,80048,0,"FALSE"
817,9,7,80147.6666666667,80548,0,"FALSE"
822,7,2,79231.3333333333,79786,0,"TRUE"
825,6,15,81221,81573,0,"FALSE"
826,6,11,80238,80307,0,"FALSE"
830,5,5,79922.6666666667,80193,0,"FALSE"
832,5,3,79833,80099,0,"TRUE"
839,4,12,80490.5,80747,0,"FALSE"
840,3,8,80124.3333333333,80400,0,"TRUE"
841,3,18,81206,81206,0,"FALSE"
842,3,10,80077,80177,0,"TRUE"
844,2,13,80358,80443,0,"FALSE"
846,1,6,80042,80344,0,"TRUE"
847,1,19,81587,81587,0,"FALSE"
848,1,9,80419.3333333333,81104,0,"FALSE"
849,0,20,81717,81717,0,"FALSE"
1,13,1,75410.3333333333,75778,0,"TRUE"
8,19,13,76956.5,77059,0,"FALSE"
20,13,14,76965,77072,0,"FALSE"
154,11,15,77161.5,77254,0,"FALSE"
815,9,6,76465.3333333333,76596,1,"TRUE"
817,9,8,76589,76981,0,"TRUE"
822,7,2,75424.6666666667,75749,0,"TRUE"
825,6,20,77348,77348,0,"FALSE"
826,6,12,76891,76928,0,"FALSE"
830,5,3,75771.6666666667,76335,0,"FALSE"
832,5,9,77128.3333333333,77870,0,"FALSE"
839,4,10,76561,76825,0,"FALSE"
840,3,7,76442.6666666667,76701,1,"FALSE"
841,3,17,77220,77220,0,"FALSE"
842,3,16,77125,77125,0,"FALSE"
844,2,5,76430.6666666667,76698,0,"FALSE"
846,1,11,76767.5,76895,0,"FALSE"
847,1,18,77232,77232,0,"FALSE"
848,1,4,76131.6666666667,76527,0,"TRUE"
849,0,19,77320,77320,0,"FALSE"
1,13,1,92374,92983,0,"TRUE"
8,19,20,95267,95267,1,"FALSE"
20,13,15,93871.5,94134,1,"FALSE"
154,11,16,94592,94592,0,"FALSE"
815,9,4,93019.6666666667,93704,0,"TRUE"
817,9,5,92744,93650,0,"TRUE"
822,7,3,92339,92656,0,"TRUE"
825,6,18,94681,94681,0,"FALSE"
826,6,12,93380,93511,1,"FALSE"
830,5,2,92884.6666666667,93630,0,"TRUE"
832,5,6,93091.3333333333,93967,0,"FALSE"
839,4,7,93125.6666666667,93557,0,"FALSE"
840,3,13,93608,93852,1,"FALSE"
841,3,17,94594,94594,0,"FALSE"
842,3,9,93291,93734,0,"FALSE"
844,2,11,93655,94071,1,"FALSE"
846,1,8,93244,93804,0,"FALSE"
847,1,14,93801.5,94020,1,"FALSE"
848,1,10,93360,93919,1,"FALSE"
849,0,19,95066,95066,1,"FALSE"
1,13,2,85845,86620,0,"TRUE"
8,19,19,87817,87817,0,"FALSE"
20,13,11,86922.5,87107,0,"FALSE"
154,11,16,87552,87552,0,"FALSE"
807,10,20,88021,88021,0,"FALSE"
815,9,9,86718,87120,0,"TRUE"
817,9,6,86385,86836,0,"TRUE"
822,7,1,85937.6666666667,86573,0,"FALSE"
825,6,15,87178,87231,0,"FALSE"
826,6,13,87066.5,87285,0,"FALSE"
830,5,3,85782.6666666667,86319,0,"TRUE"
832,5,10,86816,87378,0,"TRUE"
839,4,7,86564,87086,0,"FALSE"
841,3,14,87234,87532,0,"FALSE"
842,3,12,86924,87072,0,"FALSE"
844,2,4,86377.3333333333,86857,0,"FALSE"
846,1,8,86534.3333333333,86829,0,"FALSE"
847,1,17,87564,87564,0,"FALSE"
848,1,5,86486,87126,0,"FALSE"
849,0,18,87812,87812,0,"FALSE"
1,13,1,76768,76828,0,"TRUE"
8,19,16,78201,78201,0,"FALSE"
20,13,15,77682.5,77919,0,"FALSE"
154,11,18,78364,78364,0,"FALSE"
815,9,5,77240.6666666667,77370,0,"FALSE"
817,9,10,77551,77621,0,"FALSE"
822,7,2,76721.6666666667,76945,0,"TRUE"
825,6,19,78508,78508,0,"FALSE"
826,6,13,77784.5,77841,0,"FALSE"
830,5,3,76940.3333333333,77038,0,"TRUE"
832,5,7,77443.3333333333,77627,0,"FALSE"
839,4,11,77694.5,77775,0,"FALSE"
840,3,12,77646.5,77667,0,"FALSE"
841,3,17,78323,78323,0,"FALSE"
842,3,9,77459.6666666667,77803,0,"TRUE"
844,2,4,77292.6666666667,77421,0,"TRUE"
846,1,8,77464.3333333333,77547,0,"FALSE"
847,1,14,77859.5,77931,0,"FALSE"
848,1,6,77427.6666666667,77437,0,"FALSE"
849,0,20,78777,78777,0,"FALSE"
1,13,2,74192.6666666667,74643,0,"TRUE"
8,19,18,75953,75953,0,"FALSE"
20,13,14,75478,75571,0,"FALSE"
154,11,16,75918,75918,0,"FALSE"
815,9,11,75234,75407,0,"FALSE"
817,9,5,74982.3333333333,75474,0,"TRUE"
822,7,1,74138.3333333333,74585,0,"TRUE"
825,6,17,75939,75939,0,"FALSE"
826,6,8,75043.3333333333,75412,0,"TRUE"
830,5,3,74728,75034,0,"FALSE"
832,5,10,75155.3333333333,75528,0,"FALSE"
839,4,12,75276.5,75352,0,"FALSE"
840,3,15,75658,75822,0,"FALSE"
841,3,20,76208,76208,0,"FALSE"
842,3,4,74788.6666666667,75183,0,"FALSE"
844,2,7,74918.6666666667,75123,0,"TRUE"
846,1,9,75046.3333333333,75274,0,"FALSE"
847,1,13,75541.5,75760,0,"FALSE"
848,1,6,74906.3333333333,75402,0,"FALSE"
849,0,19,75987,75987,0,"FALSE"
1,13,6,117622.666666667,127599,0,"TRUE"
8,19,8,115929,121249,0,"FALSE"
20,13,12,119262.5,123356,1,"TRUE"
154,11,19,132909,132909,1,"FALSE"
815,9,3,117010.666666667,127614,0,"TRUE"
817,9,5,117157,125598,0,"FALSE"
822,7,9,118008.666666667,127001,0,"FALSE"
825,6,16,128007,128007,1,"FALSE"
826,6,17,129070,129070,1,"FALSE"
830,5,2,111944.333333333,117485,0,"FALSE"
832,5,13,121449.5,127489,1,"TRUE"
839,4,7,117464.666666667,126115,0,"FALSE"
840,3,1,116201.333333333,127467,0,"FALSE"
841,3,10,119332.666666667,127341,0,"FALSE"
842,3,15,122067.5,125579,1,"FALSE"
844,2,14,120580,124464,1,"TRUE"
846,1,11,121056,127167,1,"FALSE"
848,1,4,114053.666666667,119431,0,"FALSE"
1,13,1,87731,88343,0,"TRUE"
8,19,17,89810,89810,0,"FALSE"
20,13,11,89145.5,89149,0,"FALSE"
154,11,19,90138,90138,0,"FALSE"
815,9,5,88798,89178,0,"FALSE"
817,9,6,88690,89005,0,"FALSE"
822,7,2,88127.6666666667,88767,0,"FALSE"
825,6,18,90111,90111,0,"FALSE"
826,6,10,88906.6666666667,89158,0,"FALSE"
830,5,3,88196,88885,0,"TRUE"
832,5,15,88975,88975,0,"TRUE"
839,4,7,88853,89203,0,"FALSE"
840,3,13,89118,89557,0,"FALSE"
841,3,16,89491,89491,0,"FALSE"
842,3,8,88809,89008,0,"FALSE"
844,2,12,89151,89165,0,"FALSE"
846,1,9,88961,89464,0,"TRUE"
847,1,14,90256,91218,0,"FALSE"
848,1,4,88585,88749,0,"TRUE"
849,0,20,90182,90182,0,"FALSE"
8,19,19,54963,54963,1,"FALSE"
20,13,13,54238,54301,0,"FALSE"
815,9,5,53937.6666666667,54236,0,"TRUE"
817,9,7,54072,54388,0,"TRUE"
822,7,1,53694.6666666667,53904,0,"FALSE"
825,6,16,54705,54705,1,"FALSE"
826,6,6,54036,54346,0,"FALSE"
830,5,3,53705.6666666667,54037,0,"FALSE"
832,5,8,54092.6666666667,54450,0,"TRUE"
839,4,11,54152,54309,0,"TRUE"
840,3,10,54211.6666666667,54595,0,"TRUE"
841,3,14,54450,54523,0,"FALSE"
842,3,9,54100.6666666667,54207,0,"FALSE"
844,2,4,53895.6666666667,54249,0,"FALSE"
846,1,15,54443.5,54693,1,"FALSE"
847,1,2,53794,54160,0,"FALSE"
848,1,12,54323,54620,0,"FALSE"
849,0,17,54796,54796,1,"FALSE"
850,0,20,55426,55426,0,"FALSE"
851,0,18,54892,54892,1,"FALSE"
1,13,3,95442,95528,0,"TRUE"
8,19,16,97555,97555,1,"FALSE"
20,13,13,96643,96655,0,"FALSE"
815,9,15,96034,96034,1,"FALSE"
817,9,12,96555,96704,1,"FALSE"
822,7,2,95499,95699,0,"TRUE"
825,6,17,97863,97863,1,"FALSE"
826,6,7,96212,96459,0,"FALSE"
830,5,1,95626.6666666667,95993,0,"TRUE"
832,5,6,96174.6666666667,96517,0,"FALSE"
839,4,11,96571,96783,1,"FALSE"
840,3,8,96230.3333333333,96502,0,"FALSE"
841,3,14,97661.5,98248,0,"FALSE"
842,3,10,96356.3333333333,96545,1,"FALSE"
844,2,9,95959.3333333333,96065,1,"FALSE"
846,1,4,95787.3333333333,96016,0,"TRUE"
847,1,18,98045,98045,1,"FALSE"
848,1,5,95777,96106,0,"TRUE"
849,0,20,98443,98443,1,"FALSE"
850,0,19,98173,98173,1,"FALSE"
1,14,1,81470,81901,0,"TRUE"
4,20,5,81995.3333333333,82422,1,"TRUE"
8,20,16,83156,83156,0,"FALSE"
20,14,10,82493.3333333333,82785,0,"FALSE"
815,10,11,82372,82398,0,"TRUE"
817,10,14,82642.5,82688,0,"FALSE"
822,8,3,81828.3333333333,82016,1,"FALSE"
830,6,2,81754,81996,1,"TRUE"
832,6,7,82128.3333333333,82304,1,"FALSE"
839,5,9,82201.6666666667,82565,0,"TRUE"
840,4,12,82505.5,82551,0,"FALSE"
841,4,18,83262,83262,0,"FALSE"
842,4,4,81967.6666666667,82535,1,"FALSE"
844,3,13,82602.5,82742,0,"FALSE"
846,2,6,82262,82839,1,"FALSE"
847,2,15,82809.5,82863,0,"FALSE"
849,1,17,83213,83213,0,"FALSE"
852,0,8,82132.3333333333,82458,0,"FALSE"
853,0,20,85859,85859,0,"FALSE"
854,0,19,83407,83407,0,"FALSE"
1,14,2,90029,90617,0,"TRUE"
4,20,9,90569,90863,0,"FALSE"
8,20,14,91392.5,91547,0,"FALSE"
20,14,18,92056,92056,1,"FALSE"
817,10,6,90314.6666666667,90795,0,"FALSE"
822,8,3,90324,91200,0,"TRUE"
830,6,1,89938,90499,0,"TRUE"
832,6,8,90625.6666666667,91653,0,"FALSE"
839,5,16,91724,91724,0,"FALSE"
840,4,10,90828.6666666667,91261,0,"FALSE"
841,4,12,90853,90998,0,"FALSE"
842,4,5,90390,90848,0,"FALSE"
844,3,4,90126.3333333333,90691,0,"FALSE"
846,2,7,90325,90902,0,"TRUE"
847,2,15,92373,93430,0,"FALSE"
849,1,17,91936,91936,0,"FALSE"
852,0,13,90905,91203,0,"FALSE"
853,0,20,93273,93273,1,"FALSE"
854,0,19,92449,92449,1,"FALSE"
1,14,1,74683.6666666667,74823,0,"TRUE"
4,20,15,75712.5,75832,0,"FALSE"
8,20,16,75974,75974,0,"FALSE"
815,10,2,74852.3333333333,75395,0,"FALSE"
817,10,6,75176,75669,0,"FALSE"
822,8,8,74825,74905,0,"FALSE"
830,6,3,74830.3333333333,75109,0,"TRUE"
832,6,11,75302.5,75406,0,"TRUE"
839,5,9,75237.3333333333,75385,0,"FALSE"
840,4,10,75330,75522,0,"FALSE"
841,4,17,76122,76122,0,"FALSE"
842,4,5,75088.3333333333,75548,0,"FALSE"
844,3,4,74987,75413,0,"TRUE"
846,2,7,74867.3333333333,75009,0,"TRUE"
847,2,12,75543.5,75826,0,"FALSE"
849,1,14,75623,75653,0,"FALSE"
853,0,19,76797,76797,0,"FALSE"
854,0,18,76279,76279,0,"FALSE"
1,14,2,78393.3333333333,78857,0,"TRUE"
4,20,13,79592,79728,0,"FALSE"
8,20,15,79780,79812,0,"FALSE"
20,14,10,79344,79659,0,"FALSE"
